"owner","repo_name","java_commits"
"timbru31","SilkSpawnersEcoAddon","100"
"timbru31","SilkSpawnersShopAddon","275"
"timbru31","UnlimitedLava","229"
"time2automate","JpetstroreTest","198"
"titanium-knights","team-a-2021-2022","672"
"tkeithblack","old-flutterfire","460"
"tlabs-data","tablesaw-parquet","286"
"tlaplus","Examples","2"
"tnakae","Android-App-Tutorial","110"
"tobylai-toby","craftbukkit","13372"
"tokenio","sdk-java","1552"
"tokuhirom","java-handbook","135"
"tomaszbawor","agro","281"
"tomitribe","tomitribe-util","557"
"tommyippoz","RELOAD","3731"
"tonildo123","andOTPgaston","850"
"topicusonderwijs","m2e-settings","60"
"topicusonderwijs","vakkentabel-maven-plugin","15"
"tordanik","OSM2World","5002"
"torina","tabula","565"
"toriningen","craftbukkit","12395"
"tororo1066","TororoPluginAPI","13"
"tortuvshin","sign-android","94"
"torusresearch","customauth-android-sdk","346"
"tr7zw","Item-NBT-API","619"
"track6688","interviews","836"
"treasure-data","td-client-java","2365"
"treehouses","remote","890"
"trendrr","java-oss-lib","1440"
"trevordboyer","freshbooks-api-java-client","240"
"trinodb","trino-hive-apache","45"
"tronprotocol","java-tron","41012"
"tronprotocol","tron-eventquery","171"
"trydofor","pro.fessional.wings","7591"
"tsantalis","RefactoringMiner","5761"
"tueda","donuts","170"
"tunnadora","Master_link1","89"
"turesheim","eclipse-launcher","102"
"tuxmobil","CampFahrplan","590"
"tw-bc-group","tw-wallet-backend","1295"
"twingly","twingly-search-api-java","97"
"twonote","radosgw-admin4j","238"
"tyutyutyu","oo4j","227"
"ubclaunchpad","soil-topARgraphy","126"
"uber","AutoDispose","1534"
"uber","NullAway","695"
"uber","cadence-java-client","3321"
"uber","rides-android-sdk","552"
"udacity","ud867","804"
"uhh-lt","LT-ABSA","1199"
"ukwa","ukwa-heritrix","601"
"ulfjack","catfish","770"
"umairmughalz","jfeaturelib","1074"
"umerf52","CS466_TalkIt","174"
"undertow-io","undertow","16841"
"univapay","univapay-java-sdk","1332"
"unrelentingtech","antigravity","169"
"uploadcare","uploadcare-java","319"
"urbanairship","connect-java-library","616"
"uruba","TruckApp","574"
"usc-isi-i2","nlp-util","3084"
"useful-toys","slf4j-toys","1478"
"uwaborjoshua","Class-Excercise","1092"
"uzh","marugoto","4126"
"vaguiar","CodingSamples","9"
"vaibhavsuri","outpost2014","430"
"valfirst","jbehave-junit-runner","481"
"valtterimaki","smart_crt_tv","1"
"varju","tnmc","68"
"vaticle","factory-tracing","84"
"vaticle","typedb-behaviour","116"
"vaticle","typedb-common","168"
"vaticle","typedb-console","139"
"vdrhtc","concrypt","611"
"venchu","Neuroph","3171"
"venkateswarakumar","demo","198"
"ventis07","jfeaturelib","1074"
"veraPDF","veraPDF-apps","1234"
"verbal-autopsy-software","InSilicoVA","73"
"versly","wsdoc","466"
"vert-x3","vertx-hazelcast","400"
"vert-x3","vertx-infinispan","370"
"videoDAC","android","1"
"viewv","EncBox","216"
"vigna","fastutil","2357"
"vincentrussell","sql-to-mongo-db-query-converter","426"
"violette","versions-maven-plugin","1221"
"vishalezen","jfeaturelib","1074"
"vishalkathiriya93","table_calendar","2"
"vision-consensus","vision-core","2674"
"vmax1145","BitrateEditor","556"
"vmsiva","jira-plugin","513"
"vohoaiviet","JFeatureLib","1179"
"volleru","junit-plugin","645"
"vorburger","MariaDB4j","435"
"voxpelli","node-bunyan-adaptor","448"
"vrubezhny","lsp4e1","71"
"vssl1","C-Users-User-Desktop-.idea","2666"
"vssl1","C-Users-User-Desktop-git-hub","2217"
"w3stling","checksum","478"
"w3stling","insynsregistret","177"
"w3stling","rssreader","142"
"wakatime","eclipse-wakatime","91"
"wakatime","netbeans-wakatime","60"
"walikhan226","locationpackage","78"
"walleth","walleth","16"
"wang-shishuang","Java-Interview","2828"
"wangjin","code-review-plugin","20"
"wangjunbao","jfeaturelib","1074"
"wangrunlin","CodeGymTasks","604"
"warnettconsultingltd","wcl-mfn-manager","214"
"warting","SingleDateAndTimePicker","374"
"wbo4958","wbo4958.github.io","11"
"wealthfront","magellan","485"
"web3j","web3j-cli","515"
"web3j","web3j-gradle-plugin","141"
"web3j","web3j-quorum","260"
"web3j","web3j-unit","1"
"welups","java-wel","38171"
"wenhao","jpa-spec","398"
"weshayutin","java258Online","66"
"whirlplatform","whirl","393"
"wigigi","-","1813"
"wiglenet","wigle-wifi-wardriving","2993"
"wil","EPP-Launch-Phase-Extension-Specification","8"
"wildfly-extras","wildfly-datasources-galleon-pack","4"
"willy50414z","line-bot-sdk-java","2068"
"wimjongman","egit","176"
"winnie2311","wtesting02","2100"
"winterdl","NovelReader-1","1200"
"wireapp","echo-bot","129"
"wise-coders","cassandra-jdbc-driver","414"
"woheller69","Level","150"
"wordpress-mobile","wpxmlrpc","32"
"wpilibsuite","PathWeaver","301"
"wpilibsuite","native-utils","385"
"wso2","wso2-pax-logging","3419"
"wuan","bo-android","2155"
"wurp","Friendly-Backup","356"
"x2009again","tt-rss-android","2872"
"xbmc","Kore","1421"
"xdvsf","xrpl4j","2633"
"xgdsmileboy","eclipse.pde.ui","51159"
"xiasc01","mp4parser","7136"
"xilibi2003","Upchain-wallet","219"
"xinyu894235025","My-ES","5438"
"xnpcx","contol-consol-t-ui","159"
"xnpcx","t-uilauncher","159"
"xseededucation","chewie_custom","1"
"xtext","maven-xtext-example","18"
"xtext","seven-languages-xtext","7303"
"xtext","xtext-gradle-plugin","70"
"xtonousou","SoundBoardX","967"
"xulihang","BasicCAT","4"
"xuyiwei0812","goShopping-back","1053"
"xwiki","xwiki-rendering","3324"
"xwiki-contrib","application-filemanager","17"
"xwiki-contrib","application-forum","33"
"xwiki-contrib","application-page-relations","744"
"xwzl","dubbo","2394"
"y20k","escapepod","181"
"yaap","packages_apps_Dialer","991"
"yaeldau","jsoup_refactoring","2142"
"yagami-light","LeetCode-practice","331"
"yahoo","fili","2840"
"yankees88888g","Rustic","10"
"yanqivip","Hadoop_project","181"
"yantaozhao","CameraView","1731"
"yarl","pattypan","411"
"yashin-luo","gitee-plugin","1690"
"yashreddy07","yash","201"
"yatharthagoenka","Synapse","61"
"ychawla29","flutter_blue","172"
"yggdrasil-network","crispa-android","6"
"yglukhov","jnim","48"
"yglukhov","nimx","12"
"yinwu69","math","667"
"ylya","horndroid","779"
"yochannah","gains","310"
"yop-platform","yop-java-sdk","1665"
"youcefb41","jfeaturelib","1074"
"youleyu","android-apktool","2897"
"youngmonkeys","ezyfox","11053"
"youngmonkeys","ezymq","1278"
"youngmonkeys","game-box","448"
"yuhaibao324","08demo.mybatis-howso","6773"
"yunlzheng","prometheus-book","8"
"yuraware","get_permission","2"
"yuriykulikov","AlarmClock","1759"
"yutangzytzcj","interviews","2828"
"yzernik","briar","29420"
"zachcp","JEBL","1205"
"zachmayer","segue2","244"
"zalando","logbook","3638"
"zalando","problem","495"
"zalando","problem-spring-web","1147"
"zalando","riptide","4381"
"zalando-nakadi","fahrschein","981"
"zannis","BargainHunt","1007"
"zendrive","zendrive-sdk-android-sample","101"
"zentity-io","zentity","571"
"zhangzhengithubs","ypbfzz","132"
"zhudon","mianshi","836"
"zksync-sdk","zksync-java","439"
"zln312","-interviews","2828"
"zolyfarkas","spf4j","10864"
